"municipio_res","CVE_MUN","NOM_MUN","sector","grupoedad","sexo","fecha_def","observaciones","confirmados","decesos","pruebas","confirmados_lab","descartados_lab","sospechosos","hospitalizados","uci","neumonia","intubado","ambulatorios"
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-04-16",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-04-17",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-04-18",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-04-20",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-04-22",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-04-24",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-05-04",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-05-08",1,0,0,1,0,1,0,0,0,0,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-05-16",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-05-17",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-03",1,0,0,0,0,0,1,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-06",1,1,1,0,0,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-10",2,0,0,2,0,2,0,0,0,2,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-11",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-12",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-14",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-22",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-26",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-29",1,0,0,0,0,0,1,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-06-30",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-13",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-16",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-17",1,0,0,1,0,1,0,0,0,0,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-18",1,0,0,1,0,1,0,0,0,0,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-19",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-20",3,3,3,3,3,0,0,3,0,6,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-22",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-25",2,2,2,2,2,0,0,2,0,3,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-26",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-27",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-28",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-29",2,0,0,2,0,2,0,0,0,2,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-30",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-07-31",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-03",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-04",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-05",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-06",3,3,3,3,3,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-07",3,3,3,3,3,0,0,3,0,5,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-08",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-09",4,4,4,4,4,0,0,4,0,7,5,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-10",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-11",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-12",3,3,3,3,3,0,0,3,0,5,4,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-14",5,5,5,5,5,0,0,5,0,8,5,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-15",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-16",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-17",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-18",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-19",3,2,2,3,2,1,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-20",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-21",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-22",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-23",3,3,3,3,3,0,0,3,0,5,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-24",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-25",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-26",3,3,3,3,3,0,0,3,0,6,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-27",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-28",4,4,4,3,3,0,0,4,0,8,4,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-29",3,2,2,3,2,1,0,2,0,5,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-30",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-08-31",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-02",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-03",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-04",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-05",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-06",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-07",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-08",3,3,3,3,3,0,0,3,0,5,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-09",1,0,0,1,0,1,0,0,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-10",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-11",2,2,2,1,1,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-13",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-14",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-15",3,3,3,3,3,0,0,3,0,5,4,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-17",3,3,3,3,3,0,0,3,0,6,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-18",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-19",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-20",4,4,4,4,4,0,0,4,0,8,4,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-22",4,4,4,4,4,0,0,4,0,7,6,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-23",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-24",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-27",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-09-29",1,0,0,1,0,1,0,0,0,0,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-01",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-05",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-11",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-16",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-17",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-18",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-21",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-24",1,1,1,0,0,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-10-27",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-11-02",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-11-07",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-11-08",2,2,2,2,2,0,0,2,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-11-25",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-11-29",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-06",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-07",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-15",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-16",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-19",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-21",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2021-12-29",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-09",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-12",1,0,0,1,0,1,0,0,0,0,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-15",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-16",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-17",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-19",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-20",1,0,0,1,0,1,0,0,0,0,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-21",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-22",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-24",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-25",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-29",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-30",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-01-31",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-01",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-03",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-05",3,3,3,3,3,0,0,3,0,5,3,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-06",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-07",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-08",3,3,3,3,3,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-09",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-10",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-11",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-12",2,1,1,2,1,1,0,1,0,3,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-15",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-19",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-20",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-02-22",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-03-01",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-03-13",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-03-21",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-04-03",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-04-04",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-05-20",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-05-26",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-06-11",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-07-03",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-07-14",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Hombre","2022-07-16",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-11",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-13",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-16",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-17",1,1,1,0,0,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-19",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-20",1,0,0,0,0,0,1,0,0,0,0,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-21",1,1,1,0,0,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-22",1,1,1,0,0,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-23",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-25",3,3,3,2,2,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-26",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-27",2,2,2,1,1,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-29",3,3,3,1,1,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-30",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-05-31",1,1,1,0,0,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-01",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-02",2,2,2,0,0,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-03",2,2,2,0,0,0,0,2,0,4,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-04",2,1,1,1,1,0,1,1,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-06",1,1,1,1,1,0,0,1,0,1,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-07",5,3,3,4,2,2,0,3,0,6,5,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-08",5,5,5,2,2,0,0,5,0,10,6,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-09",2,2,2,1,1,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-10",4,4,4,2,2,0,0,4,0,8,5,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-11",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-12",2,1,1,2,1,1,0,1,0,3,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-14",4,4,4,2,2,0,0,4,0,8,6,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-15",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-16",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-17",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-18",4,3,3,4,3,1,0,3,0,7,7,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-19",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-20",4,3,3,3,2,1,0,3,0,6,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-21",2,1,1,2,1,1,0,1,0,3,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-22",4,4,4,3,3,0,0,4,0,7,5,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-23",4,4,4,4,4,0,0,4,0,7,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-24",4,2,2,4,2,2,0,2,0,6,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-25",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-26",2,1,1,2,1,1,0,1,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-27",2,2,2,2,2,0,0,2,0,3,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-28",3,3,3,3,3,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-29",3,3,3,1,1,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-06-30",5,4,4,4,3,1,0,4,0,9,7,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-02",3,2,2,2,1,1,0,2,0,5,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-03",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-04",2,2,2,0,0,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-05",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-06",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-07",2,2,2,2,2,0,0,2,0,4,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-08",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-09",4,4,4,2,2,0,0,4,0,8,7,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-10",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-11",3,3,3,2,2,0,0,3,0,6,5,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-12",2,2,2,2,2,0,0,2,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-13",4,4,4,4,4,0,0,4,0,7,7,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-14",1,1,1,0,0,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-15",3,1,1,2,0,2,0,1,0,4,3,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-16",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-17",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-18",3,3,3,3,3,0,0,3,1,6,6,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-19",3,3,3,3,3,0,0,3,0,5,6,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-20",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-21",1,1,1,1,1,0,0,1,0,1,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-23",3,3,3,3,3,0,0,3,0,6,6,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-24",3,3,3,3,3,0,0,3,0,6,6,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-25",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-26",6,4,4,6,4,2,0,4,0,10,8,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-27",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-28",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-30",2,1,1,2,1,1,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-07-31",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-01",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-02",2,1,1,2,1,1,0,1,0,3,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-04",3,3,3,3,3,0,0,3,0,6,4,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-06",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-07",3,3,3,3,3,0,0,3,0,6,5,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-13",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-20",2,2,2,2,2,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-21",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-28",2,2,2,2,2,0,0,2,0,3,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-30",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-08-31",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-04",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-05",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-08",2,1,1,2,1,1,0,1,0,3,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-09",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-10",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-12",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-16",1,1,1,1,1,0,0,1,0,2,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-21",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-22",1,1,1,0,0,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-23",1,0,0,1,0,1,0,0,0,1,0,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-24",1,1,1,1,1,0,0,1,0,2,1,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-29",2,2,2,1,1,0,0,2,0,4,2,0
18,26018,"Cajeme","IMSS","60 o más","Mujer","2020-09-30",3,3,3,3,3,0,0,3,0,6,3,0
